Dataset,Day,Date,Surge_Price,Discount_Price,Base_Revenue,New_Revenue,Revenue_Gain_Pct,Base_Util,Adj_Util,Peak_Queue_Reduction_Pct,Off_Peak_Uplift_Pct,Customer_Response_Rate,Pricing_Efficiency
ACN-Caltech,24,2018-11-23,17.5,10.50000000000001,582.3245843460851,557.0050699271789,-4.348007125149117,0.005994513031550068,0.006198859737166059,-22.822462828260697,14.999999990992203,0.0015515903839821645,13.883450159966653
ACN-Caltech,25,2018-11-24,17.0,10.800000000000011,2258.439964024289,2240.7413494721645,-0.7836654874181284,0.03546853566529492,0.03472088030032243,4.9777565555764385,8.588893907437717,0.01571091887828915,14.884899540376674
ACN-Caltech,26,2018-11-25,17.0,11.100000000000012,3227.2238271802125,3121.262762059733,-3.2833503591546678,0.034428369341563785,0.03483549591349684,-9.282807725761065,4.991145570418061,0.011119936424479084,14.146425514294947
ACN-Caltech,27,2018-11-26,17.0,10.600000000000012,7818.1915454589325,7837.080243568674,0.24159932639038462,0.16060463820301785,0.15570407779527048,12.469822155180054,1.5054447869931566,0.09202211600558757,15.271647357101362
ACN-Caltech,28,2018-11-27,17.5,10.100000000000012,6415.018483890366,6440.385703050217,0.3954348568682985,0.16746356310013716,0.1605795836067482,16.118050518587072,7.67414582847572,0.0836038955888993,15.358964793123167
ACN-Caltech,29,2018-11-28,18.0,10.400000000000013,7464.815000559785,7458.664186200167,-0.08239741184686167,0.14856417181069956,0.14225319765372732,16.7152190877439,7.4801941341397065,0.07428571390821907,15.248393002136998
ACN-Caltech,30,2018-11-29,17.5,10.700000000000014,7933.019219968414,7901.730221658013,-0.39441475487213146,0.16635866769547325,0.1601754312756146,6.464291113970699,4.170828361950683,0.07717569734488065,15.047926194430188
ACN-Caltech,31,2018-11-30,17.0,10.200000000000014,7351.55814084604,7246.866583112203,-1.4240730431300694,0.13065972222222222,0.12840602399699635,2.4296994416677773,8.058455214683075,0.05916187300988127,14.751603060447898
ACN-Caltech,32,2018-12-01,17.0,10.500000000000014,2390.1695303273736,2303.5291263912404,-3.6248643804035994,0.029247899519890264,0.029740333480574966,0.020736736218512245,8.53088591486252,0.013033175320176069,14.1357482086843
ACN-Caltech,33,2018-12-02,17.0,10.800000000000015,4325.090330076075,4292.444262080162,-0.754806616844254,0.05144975994513032,0.05107151340699796,2.88445830655882,5.292949635673978,0.016373801608305354,14.865355155611681
ACN-Caltech,34,2018-12-03,17.0,11.100000000000016,6184.239111644931,6179.24110145202,-0.08081851465766215,0.09658950617283951,0.09432629522332417,10.128042908224915,5.4479410424045165,0.04908946922170736,15.129543923631735
ACN-Caltech,35,2018-12-04,17.0,11.400000000000016,8793.150258362504,8722.007603984499,-0.8090690172198387,0.13594564471879286,0.1339625656344383,1.1288633992486408,3.08593852266021,0.05823627256333384,14.866696966490013
ACN-Caltech,36,2018-12-05,17.0,10.900000000000016,7580.880170469414,7461.589060978427,-1.5735786189532202,0.1138093707133059,0.11297088967716194,4.7703870532385135,7.1670884984239525,0.05172413725212031,14.688310327905322
ACN-Caltech,37,2018-12-06,17.0,11.200000000000017,5367.608899445423,5300.574427412797,-1.2488702751711125,0.09255036865569272,0.09107812059693894,2.1476931299295567,3.427929259341918,0.04552779967441118,14.773550710313316
ACN-Caltech,38,2018-12-07,17.0,10.700000000000017,7299.513170323913,7151.077633293175,-2.03349913298576,0.13254908264746226,0.13119018038090005,-3.097825097673615,4.899167918108559,0.05780346780029916,14.549022933452187
ACN-Caltech,39,2018-12-08,17.0,10.200000000000017,2382.969145384165,2341.2397065680443,-1.7511531316691045,0.03493955761316873,0.03454439866141315,-0.851216778362496,7.4605366370365145,0.013492063397910405,14.612797815596496
ACN-Caltech,40,2018-12-09,17.0,10.500000000000018,3231.413050346845,3198.7712585253093,-1.0101398772905847,0.03674296982167353,0.03656796194212128,1.5133595113621623,6.790759838154287,0.013438735127565247,14.806640504760686
ACN-Caltech,41,2018-12-10,17.0,10.800000000000018,5966.256666085457,5865.589705263631,-1.687271709144527,0.09794538751714678,0.09688677256078158,0.7631783201282516,7.521389943440658,0.04669887253197744,14.651191998379803
ACN-Caltech,42,2018-12-11,17.0,11.10000000000002,6786.910997078458,6693.532107272185,-1.375867310569651,0.12347115054869684,0.1219324151056794,-0.7918729073529738,4.183165823159916,0.058823529068274066,14.745998272277367
ACN-Caltech,43,2018-12-12,17.0,10.60000000000002,6681.165767361414,6568.305536555408,-1.6892296155459743,0.11107917524005487,0.10993694261357133,1.0208663344938003,5.420484268054434,0.049712407289031285,14.65472584285639
ACN-Caltech,44,2018-12-13,17.0,10.90000000000002,5259.58672518215,5232.270127879431,-0.5193677513087822,0.12164523319615914,0.11941686014152708,8.018061585271333,5.239734540835501,0.06169354767575165,15.018364558366287
ACN-Caltech,45,2018-12-14,17.0,11.20000000000002,5275.774958132046,5213.923464121057,-1.1723679364988786,0.09086526920438957,0.08991487045753875,-2.276896725650047,3.9024290657113907,0.040420371673038406,14.787705219702028
ACN-Caltech,46,2018-12-15,17.0,10.70000000000002,4364.474839415777,4224.26404904503,-3.212546652909169,0.04981910150891633,0.05053010757846437,-9.381383283869697,3.3373704719432435,0.012145748976089452,14.192285879769324
ACN-Caltech,47,2018-12-16,17.0,10.20000000000002,1031.3124828357386,1011.4255140201207,-1.928316504122653,0.010514403292181071,0.010539188175639327,-13.199662313543845,0.0,0.0004262574607696928,14.498945285634916
UrbanEV,1,2022-07-13,22.0,10.0,30784040.387478225,28923094.228649944,-6.045165401956927,0.27372595473382144,0.28485893684606395,62.554723662830256,10.968038961093212,0.3855503049724044,13.650845471915053
UrbanEV,2,2022-07-14,21.5,10.3,42934711.065679125,41067355.833208,-4.349290320399612,0.28895868242063,0.2987824969167012,49.586506116302175,10.84484821816486,0.390462511978319,14.02060535389933
UrbanEV,3,2022-07-15,21.0,10.600000000000001,43617124.75425032,41848935.7803935,-4.053887054268773,0.29092705232396704,0.29948381757094644,44.06899711219332,9.983417842755554,0.38583865478339835,14.083636174728616
UrbanEV,4,2022-07-16,20.5,10.900000000000002,44601969.85290183,43209615.97701554,-3.1217317990176254,0.2971184899470875,0.30584680481071247,49.953760762576856,9.44794248806352,0.38941487935833774,14.292696143067252
UrbanEV,5,2022-07-17,20.0,11.200000000000003,42835987.69267941,41489663.67609137,-3.142974141852515,0.29148605486864443,0.29921352502510573,44.53013058882122,8.670422624806742,0.3814685329247646,14.275887435197312
UrbanEV,6,2022-07-18,19.5,11.500000000000004,43874212.99462366,42498113.821044944,-3.136464632989186,0.28935388255751904,0.29696993649495296,52.13028930319393,7.928898694063062,0.38076379224951173,14.276911806128002
